OTD_ID,Title,Library_Name,Legacy_ID,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Nozomi_Type_ID,Severity,LS_IDs,Onboarding_Tiers,Playbook_IDs,Query_Origin,Sentinel_KQL,Splunk_SPL,Sigma_Artifact
OTD-0118,ASRock RGB Driver Exploitation Attempt (CVE-2020-15368),Sigma: Threat Actor,SIGMA:threat-actor/16,,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0118__asrock-rgb-driver-exploitation-attempt-cve-2020-15368.kql,02-detection/queries/splunk/OTD-0118__asrock-rgb-driver-exploitation-attempt-cve-2020-15368.spl,02-detection/sigma/threat-actor/16_asrock-rgb-driver-exploitation-attempt-cve-2020-15368.yml
OTD-0119,Triconex Safety Controller Engineering Session From Unauthorized Host,Sigma: Threat Actor,SIGMA:threat-actor/17,T0800;T0837;T0859,,,,tristation,,critical,LS-07;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0119__triconex-safety-controller-engineering-session-from-unauthor.kql,02-detection/queries/splunk/OTD-0119__triconex-safety-controller-engineering-session-from-unauthor.spl,02-detection/sigma/threat-actor/17_triconex-safety-controller-engineering-session-from-unauthor.yml
OTD-0120,Safety Controller Key-Switch or Mode Change Outside Proof-Test Window,Sigma: Threat Actor,SIGMA:threat-actor/18,T0800;T0858,,,,tristation,,critical,LS-07;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0120__safety-controller-key-switch-or-mode-change-outside-proof-te.kql,02-detection/queries/splunk/OTD-0120__safety-controller-key-switch-or-mode-change-outside-proof-te.spl,02-detection/sigma/threat-actor/18_safety-controller-key-switch-or-mode-change-outside-proof-te.yml
OTD-0121,Engineering Workstation Reflective/Memory-Only Process Injection,Sigma: Threat Actor,SIGMA:threat-actor/19,T0851,,,,windows,,high,LS-08,Tier 1,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0121__engineering-workstation-reflective-memory-only-process-injec.kql,02-detection/queries/splunk/OTD-0121__engineering-workstation-reflective-memory-only-process-injec.spl,02-detection/sigma/threat-actor/19_engineering-workstation-reflective-memory-only-process-injec.yml
OTD-0122,Mass File Encryption or Rename Activity on OT Historian or Engineering Host,Sigma: Threat Actor,SIGMA:threat-actor/20,T0826,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-01,compiled-from-sigma,02-detection/queries/sentinel/OTD-0122__mass-file-encryption-or-rename-activity-on-ot-historian-or-e.kql,02-detection/queries/splunk/OTD-0122__mass-file-encryption-or-rename-activity-on-ot-historian-or-e.spl,02-detection/sigma/threat-actor/20_mass-file-encryption-or-rename-activity-on-ot-historian-or-e.yml
OTD-0123,Unitronics Vision PLC Default Port Access (BAUXITE Pattern),Sigma: CTI Advisory,SIGMA:advisory/01,T0806;T0810,,,,generic,,critical,LS-18,Tier 3,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0123__unitronics-vision-plc-default-port-access-bauxite-pattern.kql,02-detection/queries/splunk/OTD-0123__unitronics-vision-plc-default-port-access-bauxite-pattern.spl,02-detection/sigma/advisory/01_unitronics-vision-plc-default-port-access-bauxite-pattern.yml
OTD-0124,HMI Display Screen Defacement or Unauthorized Image/Text Overwrite,Sigma: CTI Advisory,SIGMA:advisory/02,T0829;T0831,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-03,compiled-from-sigma,02-detection/queries/sentinel/OTD-0124__hmi-display-screen-defacement-or-unauthorized-image-text-ove.kql,02-detection/queries/splunk/OTD-0124__hmi-display-screen-defacement-or-unauthorized-image-text-ove.spl,02-detection/sigma/advisory/02_hmi-display-screen-defacement-or-unauthorized-image-text-ove.yml
OTD-0125,Post-Unitronics-Compromise Lateral Movement via SMB/RDP From PLC Network Segment,Sigma: CTI Advisory,SIGMA:advisory/03,T0867,,,,generic,,high,LS-02,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0125__post-unitronics-compromise-lateral-movement-via-smb-rdp-from.kql,02-detection/queries/splunk/OTD-0125__post-unitronics-compromise-lateral-movement-via-smb-rdp-from.spl,02-detection/sigma/advisory/03_post-unitronics-compromise-lateral-movement-via-smb-rdp-from.yml
OTD-0126,Remote Management Tool Installation on OT-Adjacent Host (MuddyWater Pattern),Sigma: CTI Advisory,SIGMA:advisory/04,T0883,,,,windows,,high,LS-08,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0126__remote-management-tool-installation-on-ot-adjacent-host-mudd.kql,02-detection/queries/splunk/OTD-0126__remote-management-tool-installation-on-ot-adjacent-host-mudd.spl,02-detection/sigma/advisory/04_remote-management-tool-installation-on-ot-adjacent-host-mudd.yml
OTD-0127,Bulk Exfiltration of OT Documentation and Network Diagrams (Moses Staff Pattern),Sigma: CTI Advisory,SIGMA:advisory/05,T0811,,,,windows,,high,LS-08,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0127__bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.kql,02-detection/queries/splunk/OTD-0127__bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.spl,02-detection/sigma/advisory/05_bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.yml
OTD-0128,Ransomware Precursor — Lateral Movement Targeting Historian or SCADA Hostnames,Sigma: CTI Advisory,SIGMA:advisory/06,T0888,,,,windows,,high,LS-08;LS-20,Tier 1,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0128__ransomware-precursor-lateral-movement-targeting-historian-or.kql,02-detection/queries/splunk/OTD-0128__ransomware-precursor-lateral-movement-targeting-historian-or.spl,02-detection/sigma/advisory/06_ransomware-precursor-lateral-movement-targeting-historian-or.yml
OTD-0129,Mass File Transfer Appliance Exploitation Preceding OT Document Theft (Cl0p Pattern),Sigma: CTI Advisory,SIGMA:advisory/07,,,,,windows,,critical,LS-08,Tier 1,,compiled-from-sigma,02-detection/queries/sentinel/OTD-0129__mass-file-transfer-appliance-exploitation-preceding-ot-docum.kql,02-detection/queries/splunk/OTD-0129__mass-file-transfer-appliance-exploitation-preceding-ot-docum.spl,02-detection/sigma/advisory/07_mass-file-transfer-appliance-exploitation-preceding-ot-docum.yml
OTD-0130,Sensor Gateway Mass Filesystem Wipe or RS485/MBus Disruption (Fuxnet Pattern),Sigma: CTI Advisory,SIGMA:advisory/08,T0826,,,,generic,,critical,LS-18,Tier 3,PLAYBOOK-OT-09,compiled-from-sigma,02-detection/queries/sentinel/OTD-0130__sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.kql,02-detection/queries/splunk/OTD-0130__sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.spl,02-detection/sigma/advisory/08_sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.yml
OTD-0131,Coordinated Multi-Site SCADA Command Triggering Mass Manual-Fallback (Predatory Sparrow-Class Pattern),Sigma: CTI Advisory,SIGMA:advisory/09,T0826;T0855,,,,generic,,critical,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0131__coordinated-multi-site-scada-command-triggering-mass-manual.kql,02-detection/queries/splunk/OTD-0131__coordinated-multi-site-scada-command-triggering-mass-manual.spl,02-detection/sigma/advisory/09_coordinated-multi-site-scada-command-triggering-mass-manual.yml
OTD-0132,Password Spray Against Cloud Identity Tenant Serving OT-Adjacent Accounts,Sigma: CTI Advisory,SIGMA:advisory/10,,,,,azuread,,high,LS-20,Tier 1,PLAYBOOK-OT-06,compiled-from-sigma,02-detection/queries/sentinel/OTD-0132__password-spray-against-cloud-identity-tenant-serving-ot-adja.kql,02-detection/queries/splunk/OTD-0132__password-spray-against-cloud-identity-tenant-serving-ot-adja.spl,02-detection/sigma/advisory/10_password-spray-against-cloud-identity-tenant-serving-ot-adja.yml
OTD-0133,Security Event Log Cleared on OT Network System,Sigma: CTI Advisory,SIGMA:advisory/11,T0851,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-04,compiled-from-sigma,02-detection/queries/sentinel/OTD-0133__security-event-log-cleared-on-ot-network-system.kql,02-detection/queries/splunk/OTD-0133__security-event-log-cleared-on-ot-network-system.spl,02-detection/sigma/advisory/11_security-event-log-cleared-on-ot-network-system.yml
OTD-0134,PLC Configuration Drift From Verified Offline Backup,Sigma: CTI Advisory,SIGMA:advisory/12,T0839;T0873,,,,generic,,critical,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0134__plc-configuration-drift-from-verified-offline-backup.kql,02-detection/queries/splunk/OTD-0134__plc-configuration-drift-from-verified-offline-backup.spl,02-detection/sigma/advisory/12_plc-configuration-drift-from-verified-offline-backup.yml
OTD-0135,Historian Query Pattern Anomaly From IT-Network Host,Sigma: CTI Advisory,SIGMA:advisory/13,T0801;T0811,,,,generic,,medium,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0135__historian-query-pattern-anomaly-from-it-network-host.kql,02-detection/queries/splunk/OTD-0135__historian-query-pattern-anomaly-from-it-network-host.spl,02-detection/sigma/advisory/13_historian-query-pattern-anomaly-from-it-network-host.yml
OTD-0136,Engineering Workstation Outbound Connection to Infrastructure Outside Approved List,Sigma: CTI Advisory,SIGMA:advisory/14,T0883,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0136__engineering-workstation-outbound-connection-to-infrastructur.kql,02-detection/queries/splunk/OTD-0136__engineering-workstation-outbound-connection-to-infrastructur.spl,02-detection/sigma/advisory/14_engineering-workstation-outbound-connection-to-infrastructur.yml
OTD-0137,Vendor VPN Authentication Outside Approved Window or Geography,Sigma: CTI Advisory,SIGMA:advisory/15,T0883,,,,vpn,,medium,LS-04;LS-20,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0137__vendor-vpn-authentication-outside-approved-window-or-geograp.kql,02-detection/queries/splunk/OTD-0137__vendor-vpn-authentication-outside-approved-window-or-geograp.spl,02-detection/sigma/advisory/15_vendor-vpn-authentication-outside-approved-window-or-geograp.yml
OTD-0138,Dormant Vendor Account First-Use After Extended Inactivity,Sigma: CTI Advisory,SIGMA:advisory/16,T0859,,,,generic,,high,LS-20,Tier 1,PLAYBOOK-OT-05,compiled-from-sigma,02-detection/queries/sentinel/OTD-0138__dormant-vendor-account-first-use-after-extended-inactivity.kql,02-detection/queries/splunk/OTD-0138__dormant-vendor-account-first-use-after-extended-inactivity.spl,02-detection/sigma/advisory/16_dormant-vendor-account-first-use-after-extended-inactivity.yml
OTD-0139,Unauthenticated Modbus/DNP3 Traffic Through Legacy Serial-to-Ethernet Gateway,Sigma: CTI Advisory,SIGMA:advisory/17,T0846;T0855,,,,generic,,high,LS-18,Tier 3,PLAYBOOK-OT-07,compiled-from-sigma,02-detection/queries/sentinel/OTD-0139__unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.kql,02-detection/queries/splunk/OTD-0139__unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.spl,02-detection/sigma/advisory/17_unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.yml
OTD-0140,Unauthorized Association to Industrial Wireless Network (WirelessHART/ISA100/OT Wi-Fi),Sigma: CTI Advisory,SIGMA:advisory/18,T0822;T0846,,,,generic,,high,LS-05,Tier 1,PLAYBOOK-OT-08,compiled-from-sigma,02-detection/queries/sentinel/OTD-0140__unauthorized-association-to-industrial-wireless-network-wire.kql,02-detection/queries/splunk/OTD-0140__unauthorized-association-to-industrial-wireless-network-wire.spl,02-detection/sigma/advisory/18_unauthorized-association-to-industrial-wireless-network-wire.yml
OTD-0141,OT Cloud Agent Unexpected Outbound Data Pathway,Sigma: CTI Advisory,SIGMA:advisory/19,T0846,,,,generic,,medium,LS-02,Tier 1,PLAYBOOK-OT-06,compiled-from-sigma,02-detection/queries/sentinel/OTD-0141__ot-cloud-agent-unexpected-outbound-data-pathway.kql,02-detection/queries/splunk/OTD-0141__ot-cloud-agent-unexpected-outbound-data-pathway.spl,02-detection/sigma/advisory/19_ot-cloud-agent-unexpected-outbound-data-pathway.yml
OTD-0142,Spearphishing Lure Execution by OT Engineering Personnel,Sigma: CTI Advisory,SIGMA:advisory/20,,,,,windows,,critical,LS-08,Tier 1,PLAYBOOK-OT-04,compiled-from-sigma,02-detection/queries/sentinel/OTD-0142__spearphishing-lure-execution-by-ot-engineering-personnel.kql,02-detection/queries/splunk/OTD-0142__spearphishing-lure-execution-by-ot-engineering-personnel.spl,02-detection/sigma/advisory/20_spearphishing-lure-execution-by-ot-engineering-personnel.yml
OTD-0143,Command ASDU from non-master,OT Protocol Defense (NDR),104-01,T0855,,,,IEC-104,,critical,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0143__command-asdu-from-non-master.kql,02-detection/queries/splunk/OTD-0143__command-asdu-from-non-master.spl,
OTD-0144,Setpoint command,OT Protocol Defense (NDR),104-02,T0836,,,,IEC-104,,high,LS-17;LS-18,Tier 3,PLAYBOOK-OT-02,scaffold,02-detection/queries/sentinel/OTD-0144__setpoint-command.kql,02-detection/queries/splunk/OTD-0144__setpoint-command.spl,
OTD-0145,Interrogation recon,OT Protocol Defense (NDR),104-03,T0846,,,,IEC-104,,medium,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0145__interrogation-recon.kql,02-detection/queries/splunk/OTD-0145__interrogation-recon.spl,
OTD-0146,Clock-sync/reset abuse,OT Protocol Defense (NDR),104-04,T0814,,,,IEC-104,,high,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0146__clock-sync-reset-abuse.kql,02-detection/queries/splunk/OTD-0146__clock-sync-reset-abuse.spl,
OTD-0147,MMS control Operate from non-master,OT Protocol Defense (NDR),61850-01,T0855,,,,IEC 61850,,critical,LS-12;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0147__mms-control-operate-from-non-master.kql,02-detection/queries/splunk/OTD-0147__mms-control-operate-from-non-master.spl,
OTD-0148,MMS write to named variable,OT Protocol Defense (NDR),61850-02,T0836,,,,IEC 61850,,high,LS-12;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0148__mms-write-to-named-variable.kql,02-detection/queries/splunk/OTD-0148__mms-write-to-named-variable.spl,
OTD-0149,GOOSE stNum/sqNum anomaly,OT Protocol Defense (NDR),61850-03,T0856,,,,IEC 61850,,critical,LS-12;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0149__goose-stnum-sqnum-anomaly.kql,02-detection/queries/splunk/OTD-0149__goose-stnum-sqnum-anomaly.spl,
OTD-0150,GOOSE from unexpected source,OT Protocol Defense (NDR),61850-04,T0856,,,,IEC 61850,,high,LS-12;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0150__goose-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0150__goose-from-unexpected-source.spl,
OTD-0151,WriteProperty to command object,OT Protocol Defense (NDR),BAC-01,T0836,,,,BACnet,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0151__writeproperty-to-command-object.kql,02-detection/queries/splunk/OTD-0151__writeproperty-to-command-object.spl,
OTD-0152,Who-Is sweep (recon),OT Protocol Defense (NDR),BAC-02,T0846,,,,BACnet,,medium,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0152__who-is-sweep-recon.kql,02-detection/queries/splunk/OTD-0152__who-is-sweep-recon.spl,
OTD-0153,DeviceCommunicationControl,OT Protocol Defense (NDR),BAC-03,T0814,,,,BACnet,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0153__devicecommunicationcontrol.kql,02-detection/queries/splunk/OTD-0153__devicecommunicationcontrol.spl,
OTD-0154,ReinitializeDevice,OT Protocol Defense (NDR),BAC-04,T0816,,,,BACnet,,high,LS-18,Tier 3,PLAYBOOK-OT-01,scaffold,02-detection/queries/sentinel/OTD-0154__reinitializedevice.kql,02-detection/queries/splunk/OTD-0154__reinitializedevice.spl,
OTD-0155,Operate from non-master,OT Protocol Defense (NDR),DNP3-01,T0855,,,,DNP3,,critical,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0155__operate-from-non-master.kql,02-detection/queries/splunk/OTD-0155__operate-from-non-master.spl,
OTD-0156,Unsolicited-response anomaly,OT Protocol Defense (NDR),DNP3-04,T0856,,,,DNP3,,high,LS-17;LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0156__unsolicited-response-anomaly.kql,02-detection/queries/splunk/OTD-0156__unsolicited-response-anomaly.spl,
OTD-0157,Tag/Set_Attribute write from non-controller,OT Protocol Defense (NDR),ENIP-01,T0836,,,,EtherNet/IP,,high,LS-18,Tier 3,PLAYBOOK-OT-09,scaffold,02-detection/queries/sentinel/OTD-0157__tag-set-attribute-write-from-non-controller.kql,02-detection/queries/splunk/OTD-0157__tag-set-attribute-write-from-non-controller.spl,
OTD-0158,ListIdentity sweep,OT Protocol Defense (NDR),ENIP-02,T0846,,,,EtherNet/IP,,medium,LS-18,Tier 3,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0158__listidentity-sweep.kql,02-detection/queries/splunk/OTD-0158__listidentity-sweep.spl,
OTD-0159,forward_open from unexpected source,OT Protocol Defense (NDR),ENIP-03,T0855,,,,EtherNet/IP,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0159__forward-open-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0159__forward-open-from-unexpected-source.spl,
OTD-0160,Write to config class,OT Protocol Defense (NDR),ENIP-04,T0836,,,,EtherNet/IP,,high,LS-18,Tier 3,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0160__write-to-config-class.kql,02-detection/queries/splunk/OTD-0160__write-to-config-class.spl,
OTD-0161,Anonymous FTP login to OT device,OT Protocol Defense (NDR),FTP-01,T0822,,,,FTP,,high,LS-18,Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0161__anonymous-ftp-login-to-ot-device.kql,02-detection/queries/splunk/OTD-0161__anonymous-ftp-login-to-ot-device.spl,
OTD-0162,FTP brute force,OT Protocol Defense (NDR),FTP-02,T0859,,,,FTP,,high,LS-18,Tier 3,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0162__ftp-brute-force.kql,02-detection/queries/splunk/OTD-0162__ftp-brute-force.spl,
OTD-0163,Upload to a control device,OT Protocol Defense (NDR),FTP-03,T0839,,,,FTP,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0163__upload-to-a-control-device.kql,02-detection/queries/splunk/OTD-0163__upload-to-a-control-device.spl,
OTD-0164,Firmware/project file transfer,OT Protocol Defense (NDR),FTP-04,T0873,,,,FTP,,high,LS-18,Tier 3,PLAYBOOK-OT-03,scaffold,02-detection/queries/sentinel/OTD-0164__firmware-project-file-transfer.kql,02-detection/queries/splunk/OTD-0164__firmware-project-file-transfer.spl,
OTD-0165,Web login brute force,OT Protocol Defense (NDR),HTTP-01,T0859,,,,HTTP,,high,LS-18,Tier 3,PLAYBOOK-OT-06,scaffold,02-detection/queries/sentinel/OTD-0165__web-login-brute-force.kql,02-detection/queries/splunk/OTD-0165__web-login-brute-force.spl,
OTD-0166,Directory/endpoint enumeration,OT Protocol Defense (NDR),HTTP-02,T0846,,,,HTTP,,medium,LS-18,Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0166__directory-endpoint-enumeration.kql,02-detection/queries/splunk/OTD-0166__directory-endpoint-enumeration.spl,
OTD-0167,New client to device web UI,OT Protocol Defense (NDR),HTTP-03,T0822,,,,HTTP,,medium,LS-18,Tier 3,PLAYBOOK-OT-08,scaffold,02-detection/queries/sentinel/OTD-0167__new-client-to-device-web-ui.kql,02-detection/queries/splunk/OTD-0167__new-client-to-device-web-ui.spl,
OTD-0168,Post-login control action,OT Protocol Defense (NDR),HTTP-04,T0831,,,,HTTP,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0168__post-login-control-action.kql,02-detection/queries/splunk/OTD-0168__post-login-control-action.spl,
OTD-0169,Write to critical register,OT Protocol Defense (NDR),MOD-02,T0836,,,,Modbus,,critical,LS-06;LS-10;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-05,scaffold,02-detection/queries/sentinel/OTD-0169__write-to-critical-register.kql,02-detection/queries/splunk/OTD-0169__write-to-critical-register.spl,
OTD-0170,Diagnostic abuse,OT Protocol Defense (NDR),MOD-04,T0814,,,,Modbus,,high,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0170__diagnostic-abuse.kql,02-detection/queries/splunk/OTD-0170__diagnostic-abuse.spl,
OTD-0171,Cross-zone Modbus,OT Protocol Defense (NDR),MOD-05,T0885,,,,Modbus,,high,LS-02;LS-06;LS-18,Tier 1;Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0171__cross-zone-modbus.kql,02-detection/queries/splunk/OTD-0171__cross-zone-modbus.spl,
OTD-0172,Publish to command topic,OT Protocol Defense (NDR),MQTT-01,T0855,,,,MQTT,,high,LS-03;LS-18,Tier 1;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0172__publish-to-command-topic.kql,02-detection/queries/splunk/OTD-0172__publish-to-command-topic.spl,
OTD-0173,Wildcard subscribe (mass recon),OT Protocol Defense (NDR),MQTT-02,T0846,,,,MQTT,,medium,LS-03;LS-18,Tier 1;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0173__wildcard-subscribe-mass-recon.kql,02-detection/queries/splunk/OTD-0173__wildcard-subscribe-mass-recon.spl,
OTD-0174,Anonymous/new client connect,OT Protocol Defense (NDR),MQTT-03,T0822,,,,MQTT,,medium,LS-03;LS-18,Tier 1;Tier 3,PLAYBOOK-OT-08,scaffold,02-detection/queries/sentinel/OTD-0174__anonymous-new-client-connect.kql,02-detection/queries/splunk/OTD-0174__anonymous-new-client-connect.spl,
OTD-0175,Retained-message tampering,OT Protocol Defense (NDR),MQTT-04,T0856,,,,MQTT,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0175__retained-message-tampering.kql,02-detection/queries/splunk/OTD-0175__retained-message-tampering.spl,
OTD-0176,Anonymous/None session,OT Protocol Defense (NDR),OPC-01,T0859,,,,OPC UA,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0176__anonymous-none-session.kql,02-detection/queries/splunk/OTD-0176__anonymous-none-session.spl,
OTD-0177,Write to command node,OT Protocol Defense (NDR),OPC-02,T0836,,,,OPC UA,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0177__write-to-command-node.kql,02-detection/queries/splunk/OTD-0177__write-to-command-node.spl,
OTD-0178,CallMethod to control method,OT Protocol Defense (NDR),OPC-03,T0831,,,,OPC UA,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0178__callmethod-to-control-method.kql,02-detection/queries/splunk/OTD-0178__callmethod-to-control-method.spl,
OTD-0179,Browse sweep (recon),OT Protocol Defense (NDR),OPC-04,T0846,,,,OPC UA,,medium,LS-18,Tier 3,PLAYBOOK-OT-08,scaffold,02-detection/queries/sentinel/OTD-0179__browse-sweep-recon.kql,02-detection/queries/splunk/OTD-0179__browse-sweep-recon.spl,
OTD-0180,PLC STOP/START,OT Protocol Defense (NDR),S7-01,T0813,,,,S7comm,,critical,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0180__plc-stop-start.kql,02-detection/queries/splunk/OTD-0180__plc-stop-start.spl,
OTD-0181,Program upload (logic theft),OT Protocol Defense (NDR),S7-03,T0845,,,,S7comm,,high,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-03,scaffold,02-detection/queries/sentinel/OTD-0181__program-upload-logic-theft.kql,02-detection/queries/splunk/OTD-0181__program-upload-logic-theft.spl,
OTD-0182,Write from non-engineering source,OT Protocol Defense (NDR),S7-04,T0836,,,,S7comm,,high,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0182__write-from-non-engineering-source.kql,02-detection/queries/splunk/OTD-0182__write-from-non-engineering-source.spl,
OTD-0183,SZL/system recon,OT Protocol Defense (NDR),S7-05,T0888,,,,S7comm,,medium,LS-06;LS-18,Tier 2;Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0183__szl-system-recon.kql,02-detection/queries/splunk/OTD-0183__szl-system-recon.spl,
OTD-0184,Vertical scan,OT Protocol Defense (NDR),SCAN-02,T0840,,,,Scanning,,medium,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0184__vertical-scan.kql,02-detection/queries/splunk/OTD-0184__vertical-scan.spl,
OTD-0185,Scan from unexpected source,OT Protocol Defense (NDR),SCAN-03,T0846,,,,Scanning,,high,LS-18,Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0185__scan-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0185__scan-from-unexpected-source.spl,
OTD-0186,OT control-port probing,OT Protocol Defense (NDR),SCAN-04,T0846,,,,Scanning,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0186__ot-control-port-probing.kql,02-detection/queries/splunk/OTD-0186__ot-control-port-probing.spl,
OTD-0187,VNC to a control host,OT Protocol Defense (NDR),VNC-01,T0822,,,,VNC,,high,LS-18,Tier 3,PLAYBOOK-OT-07,scaffold,02-detection/queries/sentinel/OTD-0187__vnc-to-a-control-host.kql,02-detection/queries/splunk/OTD-0187__vnc-to-a-control-host.spl,
OTD-0188,VNC from unexpected source,OT Protocol Defense (NDR),VNC-02,T0822,,,,VNC,,high,LS-18,Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0188__vnc-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0188__vnc-from-unexpected-source.spl,
OTD-0189,Post-session engineering activity,OT Protocol Defense (NDR),VNC-03,T0843,,,,VNC,,critical,LS-06;LS-08;LS-18,Tier 1;Tier 2;Tier 3,PLAYBOOK-OT-03,scaffold,02-detection/queries/sentinel/OTD-0189__post-session-engineering-activity.kql,02-detection/queries/splunk/OTD-0189__post-session-engineering-activity.spl,
OTD-0190,Cross-zone VNC,OT Protocol Defense (NDR),VNC-04,T0822,,,,VNC,,high,LS-02;LS-18,Tier 1;Tier 3,,scaffold,02-detection/queries/sentinel/OTD-0190__cross-zone-vnc.kql,02-detection/queries/splunk/OTD-0190__cross-zone-vnc.spl,
