OTD_ID,Title,Library_Name,Query_Origin,Sentinel_KQL_Path,Splunk_SPL_Path
OTD-0106,IEC 61850 GOOSE Unauthorized Publisher or Spoofed Message,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0106__iec-61850-goose-unauthorized-publisher-or-spoofed-message.kql,02-detection/queries/splunk/OTD-0106__iec-61850-goose-unauthorized-publisher-or-spoofed-message.spl
OTD-0107,Mass Lateral Deployment Tooling Preceding Suspected Wiper Activity,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0107__mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.kql,02-detection/queries/splunk/OTD-0107__mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.spl
OTD-0108,DNS Tunneling Beacon From OT DMZ or Engineering Host,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0108__dns-tunneling-beacon-from-ot-dmz-or-engineering-host.kql,02-detection/queries/splunk/OTD-0108__dns-tunneling-beacon-from-ot-dmz-or-engineering-host.spl
OTD-0109,Web Shell Activity on Internet-Facing OT-Adjacent Server,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0109__web-shell-activity-on-internet-facing-ot-adjacent-server.kql,02-detection/queries/splunk/OTD-0109__web-shell-activity-on-internet-facing-ot-adjacent-server.spl
OTD-0110,Credential Harvesting Tool Execution on Engineering or SCADA Host,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0110__credential-harvesting-tool-execution-on-engineering-or-scada.kql,02-detection/queries/splunk/OTD-0110__credential-harvesting-tool-execution-on-engineering-or-scada.spl
OTD-0111,Low-and-Slow HTTPS Beaconing Indicative of OilRig-Class Backdoor C2,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0111__low-and-slow-https-beaconing-indicative-of-oilrig-class-back.kql,02-detection/queries/splunk/OTD-0111__low-and-slow-https-beaconing-indicative-of-oilrig-class-back.spl
OTD-0112,Shamoon-Style MBR Wiper Execution,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0112__shamoon-style-mbr-wiper-execution.kql,02-detection/queries/splunk/OTD-0112__shamoon-style-mbr-wiper-execution.spl
OTD-0113,Password Spray Against OT Remote Access Portal,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0113__password-spray-against-ot-remote-access-portal.kql,02-detection/queries/splunk/OTD-0113__password-spray-against-ot-remote-access-portal.spl
OTD-0114,Mass Malware Spreader Tool Execution Across Multiple Hosts,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0114__mass-malware-spreader-tool-execution-across-multiple-hosts.kql,02-detection/queries/splunk/OTD-0114__mass-malware-spreader-tool-execution-across-multiple-hosts.spl
OTD-0115,OPC UA Server Enumeration Followed by Node Value Tampering,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0115__opc-ua-server-enumeration-followed-by-node-value-tampering.kql,02-detection/queries/splunk/OTD-0115__opc-ua-server-enumeration-followed-by-node-value-tampering.spl
OTD-0116,CODESYS Protocol Command to Schneider Controller From Non-Engineering Host,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0116__codesys-protocol-command-to-schneider-controller-from-non-en.kql,02-detection/queries/splunk/OTD-0116__codesys-protocol-command-to-schneider-controller-from-non-en.spl
OTD-0117,OMRON FINS/HTTP Backdoor Command Execution,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0117__omron-fins-http-backdoor-command-execution.kql,02-detection/queries/splunk/OTD-0117__omron-fins-http-backdoor-command-execution.spl
OTD-0118,ASRock RGB Driver Exploitation Attempt (CVE-2020-15368),Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0118__asrock-rgb-driver-exploitation-attempt-cve-2020-15368.kql,02-detection/queries/splunk/OTD-0118__asrock-rgb-driver-exploitation-attempt-cve-2020-15368.spl
OTD-0119,Triconex Safety Controller Engineering Session From Unauthorized Host,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0119__triconex-safety-controller-engineering-session-from-unauthor.kql,02-detection/queries/splunk/OTD-0119__triconex-safety-controller-engineering-session-from-unauthor.spl
OTD-0120,Safety Controller Key-Switch or Mode Change Outside Proof-Test Window,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0120__safety-controller-key-switch-or-mode-change-outside-proof-te.kql,02-detection/queries/splunk/OTD-0120__safety-controller-key-switch-or-mode-change-outside-proof-te.spl
OTD-0121,Engineering Workstation Reflective/Memory-Only Process Injection,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0121__engineering-workstation-reflective-memory-only-process-injec.kql,02-detection/queries/splunk/OTD-0121__engineering-workstation-reflective-memory-only-process-injec.spl
OTD-0122,Mass File Encryption or Rename Activity on OT Historian or Engineering Host,Sigma: Threat Actor,compiled-from-sigma,02-detection/queries/sentinel/OTD-0122__mass-file-encryption-or-rename-activity-on-ot-historian-or-e.kql,02-detection/queries/splunk/OTD-0122__mass-file-encryption-or-rename-activity-on-ot-historian-or-e.spl
OTD-0123,Unitronics Vision PLC Default Port Access (BAUXITE Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0123__unitronics-vision-plc-default-port-access-bauxite-pattern.kql,02-detection/queries/splunk/OTD-0123__unitronics-vision-plc-default-port-access-bauxite-pattern.spl
OTD-0124,HMI Display Screen Defacement or Unauthorized Image/Text Overwrite,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0124__hmi-display-screen-defacement-or-unauthorized-image-text-ove.kql,02-detection/queries/splunk/OTD-0124__hmi-display-screen-defacement-or-unauthorized-image-text-ove.spl
OTD-0125,Post-Unitronics-Compromise Lateral Movement via SMB/RDP From PLC Network Segment,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0125__post-unitronics-compromise-lateral-movement-via-smb-rdp-from.kql,02-detection/queries/splunk/OTD-0125__post-unitronics-compromise-lateral-movement-via-smb-rdp-from.spl
OTD-0126,Remote Management Tool Installation on OT-Adjacent Host (MuddyWater Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0126__remote-management-tool-installation-on-ot-adjacent-host-mudd.kql,02-detection/queries/splunk/OTD-0126__remote-management-tool-installation-on-ot-adjacent-host-mudd.spl
OTD-0127,Bulk Exfiltration of OT Documentation and Network Diagrams (Moses Staff Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0127__bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.kql,02-detection/queries/splunk/OTD-0127__bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.spl
OTD-0128,Ransomware Precursor — Lateral Movement Targeting Historian or SCADA Hostnames,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0128__ransomware-precursor-lateral-movement-targeting-historian-or.kql,02-detection/queries/splunk/OTD-0128__ransomware-precursor-lateral-movement-targeting-historian-or.spl
OTD-0129,Mass File Transfer Appliance Exploitation Preceding OT Document Theft (Cl0p Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0129__mass-file-transfer-appliance-exploitation-preceding-ot-docum.kql,02-detection/queries/splunk/OTD-0129__mass-file-transfer-appliance-exploitation-preceding-ot-docum.spl
OTD-0130,Sensor Gateway Mass Filesystem Wipe or RS485/MBus Disruption (Fuxnet Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0130__sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.kql,02-detection/queries/splunk/OTD-0130__sensor-gateway-mass-filesystem-wipe-or-rs485-mbus-disruption.spl
OTD-0131,Coordinated Multi-Site SCADA Command Triggering Mass Manual-Fallback (Predatory Sparrow-Class Pattern),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0131__coordinated-multi-site-scada-command-triggering-mass-manual.kql,02-detection/queries/splunk/OTD-0131__coordinated-multi-site-scada-command-triggering-mass-manual.spl
OTD-0132,Password Spray Against Cloud Identity Tenant Serving OT-Adjacent Accounts,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0132__password-spray-against-cloud-identity-tenant-serving-ot-adja.kql,02-detection/queries/splunk/OTD-0132__password-spray-against-cloud-identity-tenant-serving-ot-adja.spl
OTD-0133,Security Event Log Cleared on OT Network System,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0133__security-event-log-cleared-on-ot-network-system.kql,02-detection/queries/splunk/OTD-0133__security-event-log-cleared-on-ot-network-system.spl
OTD-0134,PLC Configuration Drift From Verified Offline Backup,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0134__plc-configuration-drift-from-verified-offline-backup.kql,02-detection/queries/splunk/OTD-0134__plc-configuration-drift-from-verified-offline-backup.spl
OTD-0135,Historian Query Pattern Anomaly From IT-Network Host,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0135__historian-query-pattern-anomaly-from-it-network-host.kql,02-detection/queries/splunk/OTD-0135__historian-query-pattern-anomaly-from-it-network-host.spl
OTD-0136,Engineering Workstation Outbound Connection to Infrastructure Outside Approved List,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0136__engineering-workstation-outbound-connection-to-infrastructur.kql,02-detection/queries/splunk/OTD-0136__engineering-workstation-outbound-connection-to-infrastructur.spl
OTD-0137,Vendor VPN Authentication Outside Approved Window or Geography,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0137__vendor-vpn-authentication-outside-approved-window-or-geograp.kql,02-detection/queries/splunk/OTD-0137__vendor-vpn-authentication-outside-approved-window-or-geograp.spl
OTD-0138,Dormant Vendor Account First-Use After Extended Inactivity,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0138__dormant-vendor-account-first-use-after-extended-inactivity.kql,02-detection/queries/splunk/OTD-0138__dormant-vendor-account-first-use-after-extended-inactivity.spl
OTD-0139,Unauthenticated Modbus/DNP3 Traffic Through Legacy Serial-to-Ethernet Gateway,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0139__unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.kql,02-detection/queries/splunk/OTD-0139__unauthenticated-modbus-dnp3-traffic-through-legacy-serial-to.spl
OTD-0140,Unauthorized Association to Industrial Wireless Network (WirelessHART/ISA100/OT Wi-Fi),Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0140__unauthorized-association-to-industrial-wireless-network-wire.kql,02-detection/queries/splunk/OTD-0140__unauthorized-association-to-industrial-wireless-network-wire.spl
OTD-0141,OT Cloud Agent Unexpected Outbound Data Pathway,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0141__ot-cloud-agent-unexpected-outbound-data-pathway.kql,02-detection/queries/splunk/OTD-0141__ot-cloud-agent-unexpected-outbound-data-pathway.spl
OTD-0142,Spearphishing Lure Execution by OT Engineering Personnel,Sigma: CTI Advisory,compiled-from-sigma,02-detection/queries/sentinel/OTD-0142__spearphishing-lure-execution-by-ot-engineering-personnel.kql,02-detection/queries/splunk/OTD-0142__spearphishing-lure-execution-by-ot-engineering-personnel.spl
OTD-0143,Command ASDU from non-master,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0143__command-asdu-from-non-master.kql,02-detection/queries/splunk/OTD-0143__command-asdu-from-non-master.spl
OTD-0144,Setpoint command,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0144__setpoint-command.kql,02-detection/queries/splunk/OTD-0144__setpoint-command.spl
OTD-0145,Interrogation recon,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0145__interrogation-recon.kql,02-detection/queries/splunk/OTD-0145__interrogation-recon.spl
OTD-0146,Clock-sync/reset abuse,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0146__clock-sync-reset-abuse.kql,02-detection/queries/splunk/OTD-0146__clock-sync-reset-abuse.spl
OTD-0147,MMS control Operate from non-master,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0147__mms-control-operate-from-non-master.kql,02-detection/queries/splunk/OTD-0147__mms-control-operate-from-non-master.spl
OTD-0148,MMS write to named variable,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0148__mms-write-to-named-variable.kql,02-detection/queries/splunk/OTD-0148__mms-write-to-named-variable.spl
OTD-0149,GOOSE stNum/sqNum anomaly,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0149__goose-stnum-sqnum-anomaly.kql,02-detection/queries/splunk/OTD-0149__goose-stnum-sqnum-anomaly.spl
OTD-0150,GOOSE from unexpected source,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0150__goose-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0150__goose-from-unexpected-source.spl
OTD-0151,WriteProperty to command object,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0151__writeproperty-to-command-object.kql,02-detection/queries/splunk/OTD-0151__writeproperty-to-command-object.spl
OTD-0152,Who-Is sweep (recon),OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0152__who-is-sweep-recon.kql,02-detection/queries/splunk/OTD-0152__who-is-sweep-recon.spl
OTD-0153,DeviceCommunicationControl,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0153__devicecommunicationcontrol.kql,02-detection/queries/splunk/OTD-0153__devicecommunicationcontrol.spl
OTD-0154,ReinitializeDevice,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0154__reinitializedevice.kql,02-detection/queries/splunk/OTD-0154__reinitializedevice.spl
OTD-0155,Operate from non-master,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0155__operate-from-non-master.kql,02-detection/queries/splunk/OTD-0155__operate-from-non-master.spl
OTD-0156,Unsolicited-response anomaly,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0156__unsolicited-response-anomaly.kql,02-detection/queries/splunk/OTD-0156__unsolicited-response-anomaly.spl
OTD-0157,Tag/Set_Attribute write from non-controller,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0157__tag-set-attribute-write-from-non-controller.kql,02-detection/queries/splunk/OTD-0157__tag-set-attribute-write-from-non-controller.spl
OTD-0158,ListIdentity sweep,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0158__listidentity-sweep.kql,02-detection/queries/splunk/OTD-0158__listidentity-sweep.spl
OTD-0159,forward_open from unexpected source,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0159__forward-open-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0159__forward-open-from-unexpected-source.spl
OTD-0160,Write to config class,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0160__write-to-config-class.kql,02-detection/queries/splunk/OTD-0160__write-to-config-class.spl
OTD-0161,Anonymous FTP login to OT device,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0161__anonymous-ftp-login-to-ot-device.kql,02-detection/queries/splunk/OTD-0161__anonymous-ftp-login-to-ot-device.spl
OTD-0162,FTP brute force,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0162__ftp-brute-force.kql,02-detection/queries/splunk/OTD-0162__ftp-brute-force.spl
OTD-0163,Upload to a control device,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0163__upload-to-a-control-device.kql,02-detection/queries/splunk/OTD-0163__upload-to-a-control-device.spl
OTD-0164,Firmware/project file transfer,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0164__firmware-project-file-transfer.kql,02-detection/queries/splunk/OTD-0164__firmware-project-file-transfer.spl
OTD-0165,Web login brute force,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0165__web-login-brute-force.kql,02-detection/queries/splunk/OTD-0165__web-login-brute-force.spl
OTD-0166,Directory/endpoint enumeration,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0166__directory-endpoint-enumeration.kql,02-detection/queries/splunk/OTD-0166__directory-endpoint-enumeration.spl
OTD-0167,New client to device web UI,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0167__new-client-to-device-web-ui.kql,02-detection/queries/splunk/OTD-0167__new-client-to-device-web-ui.spl
OTD-0168,Post-login control action,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0168__post-login-control-action.kql,02-detection/queries/splunk/OTD-0168__post-login-control-action.spl
OTD-0169,Write to critical register,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0169__write-to-critical-register.kql,02-detection/queries/splunk/OTD-0169__write-to-critical-register.spl
OTD-0170,Diagnostic abuse,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0170__diagnostic-abuse.kql,02-detection/queries/splunk/OTD-0170__diagnostic-abuse.spl
OTD-0171,Cross-zone Modbus,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0171__cross-zone-modbus.kql,02-detection/queries/splunk/OTD-0171__cross-zone-modbus.spl
OTD-0172,Publish to command topic,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0172__publish-to-command-topic.kql,02-detection/queries/splunk/OTD-0172__publish-to-command-topic.spl
OTD-0173,Wildcard subscribe (mass recon),OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0173__wildcard-subscribe-mass-recon.kql,02-detection/queries/splunk/OTD-0173__wildcard-subscribe-mass-recon.spl
OTD-0174,Anonymous/new client connect,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0174__anonymous-new-client-connect.kql,02-detection/queries/splunk/OTD-0174__anonymous-new-client-connect.spl
OTD-0175,Retained-message tampering,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0175__retained-message-tampering.kql,02-detection/queries/splunk/OTD-0175__retained-message-tampering.spl
OTD-0176,Anonymous/None session,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0176__anonymous-none-session.kql,02-detection/queries/splunk/OTD-0176__anonymous-none-session.spl
OTD-0177,Write to command node,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0177__write-to-command-node.kql,02-detection/queries/splunk/OTD-0177__write-to-command-node.spl
OTD-0178,CallMethod to control method,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0178__callmethod-to-control-method.kql,02-detection/queries/splunk/OTD-0178__callmethod-to-control-method.spl
OTD-0179,Browse sweep (recon),OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0179__browse-sweep-recon.kql,02-detection/queries/splunk/OTD-0179__browse-sweep-recon.spl
OTD-0180,PLC STOP/START,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0180__plc-stop-start.kql,02-detection/queries/splunk/OTD-0180__plc-stop-start.spl
OTD-0181,Program upload (logic theft),OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0181__program-upload-logic-theft.kql,02-detection/queries/splunk/OTD-0181__program-upload-logic-theft.spl
OTD-0182,Write from non-engineering source,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0182__write-from-non-engineering-source.kql,02-detection/queries/splunk/OTD-0182__write-from-non-engineering-source.spl
OTD-0183,SZL/system recon,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0183__szl-system-recon.kql,02-detection/queries/splunk/OTD-0183__szl-system-recon.spl
OTD-0184,Vertical scan,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0184__vertical-scan.kql,02-detection/queries/splunk/OTD-0184__vertical-scan.spl
OTD-0185,Scan from unexpected source,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0185__scan-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0185__scan-from-unexpected-source.spl
OTD-0186,OT control-port probing,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0186__ot-control-port-probing.kql,02-detection/queries/splunk/OTD-0186__ot-control-port-probing.spl
OTD-0187,VNC to a control host,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0187__vnc-to-a-control-host.kql,02-detection/queries/splunk/OTD-0187__vnc-to-a-control-host.spl
OTD-0188,VNC from unexpected source,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0188__vnc-from-unexpected-source.kql,02-detection/queries/splunk/OTD-0188__vnc-from-unexpected-source.spl
OTD-0189,Post-session engineering activity,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0189__post-session-engineering-activity.kql,02-detection/queries/splunk/OTD-0189__post-session-engineering-activity.spl
OTD-0190,Cross-zone VNC,OT Protocol Defense (NDR),scaffold,02-detection/queries/sentinel/OTD-0190__cross-zone-vnc.kql,02-detection/queries/splunk/OTD-0190__cross-zone-vnc.spl
OTD-0191,Tag out of operating envelope,OT Historian Detection,authored,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope/sentinel.kql,02-detection/historian/A-statistical-envelope/A01-tag-out-of-envelope/splunk.spl
OTD-0192,Setpoint outside approved range,OT Historian Detection,authored,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range/sentinel.kql,02-detection/historian/B-setpoint-control/B01-setpoint-outside-range/splunk.spl
OTD-0193,Frozen value / replay,OT Historian Detection,authored,02-detection/historian/C-replay-stale/C01-frozen-value-replay/sentinel.kql,02-detection/historian/C-replay-stale/C01-frozen-value-replay/splunk.spl
OTD-0194,Impossible state combination,OT Historian Detection,authored,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination/sentinel.kql,02-detection/historian/D-physical-plausibility/D02-impossible-state-combination/splunk.spl
OTD-0195,Historian vs live PLC value divergence,OT Historian Detection,authored,02-detection/historian/E-data-integrity/E01-historian-plc-divergence/sentinel.kql,02-detection/historian/E-data-integrity/E01-historian-plc-divergence/splunk.spl
OTD-0196,SIF trip-point approach,OT Historian Detection,authored,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach/sentinel.kql,02-detection/historian/G-safety-alarm/G01-sif-trip-point-approach/splunk.spl
OTD-0197,Encoded/suspicious PowerShell,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0197__encoded-suspicious-powershell.kql,02-detection/queries/splunk/OTD-0197__encoded-suspicious-powershell.spl
OTD-0198,LOLBin abuse,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0198__lolbin-abuse.kql,02-detection/queries/splunk/OTD-0198__lolbin-abuse.spl
OTD-0199,Credential access LSASS,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0199__credential-access-lsass.kql,02-detection/queries/splunk/OTD-0199__credential-access-lsass.spl
OTD-0200,Persistence run key/startup,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0200__persistence-run-key-startup.kql,02-detection/queries/splunk/OTD-0200__persistence-run-key-startup.spl
OTD-0201,Persistence service install,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0201__persistence-service-install.kql,02-detection/queries/splunk/OTD-0201__persistence-service-install.spl
OTD-0202,Persistence scheduled task,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0202__persistence-scheduled-task.kql,02-detection/queries/splunk/OTD-0202__persistence-scheduled-task.spl
OTD-0203,Defense evasion log clearing,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0203__defense-evasion-log-clearing.kql,02-detection/queries/splunk/OTD-0203__defense-evasion-log-clearing.spl
OTD-0204,Defense evasion AV/EDR tamper,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0204__defense-evasion-av-edr-tamper.kql,02-detection/queries/splunk/OTD-0204__defense-evasion-av-edr-tamper.spl
OTD-0205,Suspicious parent-child,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0205__suspicious-parent-child.kql,02-detection/queries/splunk/OTD-0205__suspicious-parent-child.spl
OTD-0206,Masquerading binary,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0206__masquerading-binary.kql,02-detection/queries/splunk/OTD-0206__masquerading-binary.spl
OTD-0207,Internal host scanning,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0207__internal-host-scanning.kql,02-detection/queries/splunk/OTD-0207__internal-host-scanning.spl
OTD-0208,New east-west peer relationship,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0208__new-east-west-peer-relationship.kql,02-detection/queries/splunk/OTD-0208__new-east-west-peer-relationship.spl
OTD-0209,Lateral SMB admin shares,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0209__lateral-smb-admin-shares.kql,02-detection/queries/splunk/OTD-0209__lateral-smb-admin-shares.spl
OTD-0210,Lateral RDP internal spread,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0210__lateral-rdp-internal-spread.kql,02-detection/queries/splunk/OTD-0210__lateral-rdp-internal-spread.spl
OTD-0211,Lateral WMI/WinRM exec,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0211__lateral-wmi-winrm-exec.kql,02-detection/queries/splunk/OTD-0211__lateral-wmi-winrm-exec.spl
OTD-0212,Remote service creation PsExec-like,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0212__remote-service-creation-psexec-like.kql,02-detection/queries/splunk/OTD-0212__remote-service-creation-psexec-like.spl
OTD-0213,Pass-the-hash/anomalous NTLM,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0213__pass-the-hash-anomalous-ntlm.kql,02-detection/queries/splunk/OTD-0213__pass-the-hash-anomalous-ntlm.spl
OTD-0214,Kerberoasting,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0214__kerberoasting.kql,02-detection/queries/splunk/OTD-0214__kerberoasting.spl
OTD-0215,Internal DNS/AD recon,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0215__internal-dns-ad-recon.kql,02-detection/queries/splunk/OTD-0215__internal-dns-ad-recon.spl
OTD-0216,Brute force single account,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0216__brute-force-single-account.kql,02-detection/queries/splunk/OTD-0216__brute-force-single-account.spl
OTD-0217,Password spray,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0217__password-spray.kql,02-detection/queries/splunk/OTD-0217__password-spray.spl
OTD-0218,Success after repeated failures,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0218__success-after-repeated-failures.kql,02-detection/queries/splunk/OTD-0218__success-after-repeated-failures.spl
OTD-0219,Privilege/permission change,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0219__privilege-permission-change.kql,02-detection/queries/splunk/OTD-0219__privilege-permission-change.spl
OTD-0220,New/re-enabled account then use,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0220__new-re-enabled-account-then-use.kql,02-detection/queries/splunk/OTD-0220__new-re-enabled-account-then-use.spl
OTD-0221,Impossible travel/atypical geo,Perimeter-to-Endpoint,scaffold,02-detection/queries/sentinel/OTD-0221__impossible-travel-atypical-geo.kql,02-detection/queries/splunk/OTD-0221__impossible-travel-atypical-geo.spl
