OTD_ID,Title,Library,Library_Name,Legacy_ID,Merged_Legacy_IDs,Merge_Count,Category,ATTACK_Technique_IDs,Threat_Actors,Sectors,Purdue_Level,Protocol,Data_Source,Nozomi_Type_ID,Severity,Status,Artifact_Path,Slug,Logic_Summary
OTD-0080,Direct IT-to-OT-DMZ Connection Bypassing Jump Host,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/01,,0,Sigma,T0886,,,,generic,firewall/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/01_direct-it-to-ot-dmz-connection-bypassing-jump-host.yml,direct-it-to-ot-dmz-connection-bypassing-jump-host,"Detects a network flow originating from an enterprise IT subnet landing directly on an OT DMZ host without traversing the designated jump server / reverse proxy, indicating a possible firewall misconfiguration or an attacker pivoting around the documented access path."
OTD-0081,Unauthorized Lateral-Movement Protocol Entering OT DMZ,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/02,,0,Sigma,T0866,,,,generic,firewall/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/02_unauthorized-lateral-movement-protocol-entering-ot-dmz.yml,unauthorized-lateral-movement-protocol-entering-ot-dmz,"Detects RDP, SMB, PsExec/Admin-share, or WinRM traffic originating from corporate IT IP ranges and terminating on OT DMZ hosts, consistent with lateral movement techniques used to pivot from an IT compromise toward OT (as seen in NotPetya/TRITON-style intrusion paths)."
OTD-0082,OT DMZ Historian Replication Direction Anomaly,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/03,,0,Sigma,T0840;T0886,,,,generic,firewall/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/03_ot-dmz-historian-replication-direction-anomaly.yml,ot-dmz-historian-replication-direction-anomaly,"Detects a DMZ historian/replication host initiating a connection back into the IT/Enterprise zone, when the documented data-flow design is one-directional (OT to DMZ to IT) via a data diode or unidirectional gateway."
OTD-0083,AV/Patch Management Push to DMZ Outside Maintenance Window or Scope,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/04,,0,Sigma,T0843,,,,windows,process_creation/windows,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/04_av-patch-management-push-to-dmz-outside-maintenance-window-o.yml,av-patch-management-push-to-dmz-outside-maintenance-window-o,"Detects an enterprise WSUS/SCCM/antivirus management console pushing content to OT DMZ hosts outside the approved patch window, or to a DMZ host not listed in its managed device scope, which can indicate abuse of a trusted management channel for malware staging."
OTD-0084,OT DMZ Asset External DNS or NTP Resolution Attempt,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/05,,0,Sigma,,,,,generic,dns/generic,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/05_ot-dmz-asset-external-dns-or-ntp-resolution-attempt.yml,ot-dmz-asset-external-dns-or-ntp-resolution-attempt,"Detects a DMZ host attempting DNS or NTP resolution against a server outside the small, fixed internal set normally permitted, which can indicate C2 beaconing, DNS tunneling, or an attempt to set up time-based evasion."
OTD-0085,Web or Email Content Landing on OT DMZ Jump Host,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/06,,0,Sigma,T0817,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/it-dmz-ot-crosszone/06_web-or-email-content-landing-on-ot-dmz-jump-host.yml,web-or-email-content-landing-on-ot-dmz-jump-host,"Detects browser or email-client process execution, or a file with a web-download/email-attachment zone-identifier marker, on a DMZ jump host. Jump hosts should be hardened bastion systems with no internet browsing or email capability; any such activity is high-confidence compromise or severe policy "
OTD-0086,Remote Access Session into L3 Without Approved Change Window,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/08,,0,Sigma,T0859,,,,windows,authentication/windows,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/08_remote-access-session-into-l3-without-approved-change-window.yml,remote-access-session-into-l3-without-approved-change-window,"Detects a VPN or jump-server interactive logon to an L3 SCADA/site-operations server occurring outside the standard business hours / approved maintenance window, which should be correlated against the change-management ticketing system before closure."
OTD-0087,Shared or Service Account Used From Unusual DMZ Source,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/09,,0,Sigma,T0859,,,,windows,authentication/windows,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/09_shared-or-service-account-used-from-unusual-dmz-source.yml,shared-or-service-account-used-from-unusual-dmz-source,"Detects an engineering or vendor shared/service account authenticating from a DMZ host other than its single documented jump path, indicating credential reuse, theft, or an attacker pivoting using harvested service-account credentials."
OTD-0088,File Transfer From DMZ to L3 With Executable or Engineering Project Extension,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/10,,0,Sigma,T0843,,,,windows,file_event/windows,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/10_file-transfer-from-dmz-to-l3-with-executable-or-engineering.yml,file-transfer-from-dmz-to-l3-with-executable-or-engineering,"Detects an SMB, FTP, or SCP file transfer from an OT DMZ host into an L3 historian or SCADA server where the file extension is an executable, script, or PLC engineering project type (.exe, .dll, .ps1, .acd, .s7p, .ap16, .l5x), occurring outside an approved engineering change window."
OTD-0089,Vendor Remote Access Session Duration or Scope Anomaly,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/11,,0,Sigma,T0883,,,,vpn,authentication/vpn,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/11_vendor-remote-access-session-duration-or-scope-anomaly.yml,vendor-remote-access-session-duration-or-scope-anomaly,"Detects a third-party/vendor remote access session exceeding the typical support-call duration baseline, or touching systems outside the vendor's contracted scope, indicating possible session hijacking or scope creep beyond the support agreement."
OTD-0090,Unscheduled HMI Project or Configuration Deployment,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/12,,0,Sigma,T0831;T0843,,,,windows,file_event/windows,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/12_unscheduled-hmi-project-or-configuration-deployment.yml,unscheduled-hmi-project-or-configuration-deployment,"Detects an SCADA server pushing a new HMI project/configuration package (WinCC, FactoryTalk View, iFIX) to an HMI client outside the documented change window, which may indicate unauthorized screen, alarm, or logic-display tampering."
OTD-0091,New or Modified Scheduled Task on HMI or SCADA Server,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/13,,0,Sigma,T0839,,,,windows,process_creation/windows,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/13_new-or-modified-scheduled-task-on-hmi-or-scada-server.yml,new-or-modified-scheduled-task-on-hmi-or-scada-server,"Detects creation or modification of a scheduled task or Windows service on an L2 HMI or L3 SCADA server, a common post-compromise persistence technique observed in CRASHOVERRIDE/Industroyer-class OT intrusions."
OTD-0092,Engineering Software Launched by Non-Engineering Account,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/14,,0,Sigma,T0858,,,,windows,process_creation/windows,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/14_engineering-software-launched-by-non-engineering-account.yml,engineering-software-launched-by-non-engineering-account,"Detects PLC/HMI engineering software (Studio 5000, TIA Portal, RSLogix, WinCC Engineering) being launched by a user account that is not a member of the designated engineering role group, indicating a privilege/role mismatch that may signal credential compromise."
OTD-0093,Abnormal Authentication Pattern on SCADA or HMI Server,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/15,,0,Sigma,T0859,,,,windows,authentication/windows,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/15_abnormal-authentication-pattern-on-scada-or-hmi-server.yml,abnormal-authentication-pattern-on-scada-or-hmi-server,"Detects a burst of failed logons (password spray), an off-hours successful logon, or a logon from an account that has never previously authenticated to a given L2/L3 SCADA or HMI server, indicating credential-guessing or use of a freshly compromised account."
OTD-0094,Unexpected Outbound Connection from L2 HMI Toward DMZ or IT,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/16,,0,Sigma,T0886,,,,generic,firewall/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/16_unexpected-outbound-connection-from-l2-hmi-toward-dmz-or-it.yml,unexpected-outbound-connection-from-l2-hmi-toward-dmz-or-it,Detects an L2 HMI host initiating an outbound connection toward the OT DMZ or IT zone. HMIs are typically pure consumers of supervisory data and should not act as connection initiators toward higher zones; this pattern is consistent with C2 beaconing or data staging.
OTD-0095,Control Command From HMI Outside Documented HMI-to-PLC Pairing,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/17,,0,Sigma,T0855;T0867,,,,generic,ics-network/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/17_control-command-from-hmi-outside-documented-hmi-to-plc-pairi.yml,control-command-from-hmi-outside-documented-hmi-to-plc-pairi,"Detects a control-protocol command (Modbus/DNP3/S7comm/OPC UA write) issued from an HMI to a PLC/RTU pair that is not present in the documented HMI-to-controller pairing map, e.g. the Line 2 HMI commanding a Line 5 PLC, which can indicate cross-zone pivoting within L2/L1."
OTD-0096,Engineering Protocol Session Opened by HMI Account,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/19,,0,Sigma,T0858;T0867,,,,generic,ics-network/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/19_engineering-protocol-session-opened-by-hmi-account.yml,engineering-protocol-session-opened-by-hmi-account,"Detects an HMI host or HMI service account opening an engineering-class protocol session (S7comm Job/Userdata, EtherNet/IP CIP unconnected message, OMRON FINS) rather than its normal supervisory polling traffic, which can indicate the HMI has been used as a pivot point to reach engineering-level PLC"
OTD-0097,Setpoint Change Exceeding Safe Delta Threshold,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/21,,0,Sigma,T0836;T0855,,,,generic,ics-network/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/21_setpoint-change-exceeding-safe-delta-threshold.yml,setpoint-change-exceeding-safe-delta-threshold,"Detects a process setpoint (temperature, pressure, flow, level) write where the new value differs from the prior value by more than the site-defined safe-change percentage in a single command, which can indicate an attempt to drive the process outside safe operating limits."
OTD-0098,Redundant Sensor Correlation Divergence,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/22,,0,Sigma,T0804;T0856,,,,generic,ics-network/generic,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/22_redundant-sensor-correlation-divergence.yml,redundant-sensor-correlation-divergence,"Detects the primary and redundant readings for the same physical measurement point (e.g., dual-redundant pressure transmitters) diverging beyond the configured tolerance, which can indicate either an instrumentation fault or a spoofed/manipulated sensor feed used to mask a process manipulation from "
OTD-0099,Zone Enforcement Firewall Rule Hit-Count Anomaly,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/24,,0,Sigma,T0886,,,,generic,firewall/generic,,medium,experimental,02-detection/sigma/it-dmz-ot-crosszone/24_zone-enforcement-firewall-rule-hit-count-anomaly.yml,zone-enforcement-firewall-rule-hit-count-anomaly,"Detects a sudden spike in permit-hit count on an inter-zone firewall rule that is historically rarely used, which can indicate exploitation of an overly broad legacy rule to move traffic across a Purdue Model boundary."
OTD-0100,Removable Media Event on DMZ or L3 Asset,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/25,,0,Sigma,T0847,,,,windows,device_event/windows,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/25_removable-media-event-on-dmz-or-l3-asset.yml,removable-media-event-on-dmz-or-l3-asset,"Detects a USB mass-storage device insertion event on an OT DMZ or L3 SCADA/historian asset, the initial-access vector used by Stuxnet and a recurring technique in OT-targeted intrusions where network segmentation otherwise limits remote access."
OTD-0101,East-West Traffic Between L1 Controllers Across Process Cells,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/26,,0,Sigma,T0867;T0883,,,,generic,ics-network/generic,,high,experimental,02-detection/sigma/it-dmz-ot-crosszone/26_east-west-traffic-between-l1-controllers-across-process-cell.yml,east-west-traffic-between-l1-controllers-across-process-cell,"Detects direct peer-to-peer communication between Level 1 PLCs/RTUs belonging to different documented process cells/zones. Controllers should generally only communicate within their own cell via the supervisory layer, not directly with controllers in other cells."
OTD-0102,NTP or Time Desynchronization Anomaly Across IT-OT Path,it-dmz-ot-crosszone,Sigma: IT/DMZ/OT Cross-Zone,SIGMA:it-dmz-ot-crosszone/27,,0,Sigma,T0804;T0851,,,,generic,system/generic,,low,experimental,02-detection/sigma/it-dmz-ot-crosszone/27_ntp-or-time-desynchronization-anomaly-across-it-ot-path.yml,ntp-or-time-desynchronization-anomaly-across-it-ot-path,"Detects a host's clock drifting beyond the acceptable tolerance from the authoritative time source, or repeated rejected/failed time-sync attempts, which can be used to desynchronize event timestamps and hinder forensic timeline correlation across the IT-DMZ-OT path during an active intrusion."
OTD-0103,IEC 104 Mass Coordinated Breaker-Open Command Burst,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/01,,0,Sigma,T0831;T0855;T0879,,,,iec104,ics-network/iec104,,critical,experimental,02-detection/sigma/threat-actor/01_iec-104-mass-coordinated-breaker-open-command-burst.yml,iec-104-mass-coordinated-breaker-open-command-burst,"Detects multiple IEC 60870-5-104 Single/Double Command (open) operations issued to several distinct substation RTUs within a short time window from the same or correlated source(s), matching the coordinated multi-substation breaker-opening pattern used by Sandworm/Electrum's Industroyer2 against the"
OTD-0104,Modbus Holding Register Manipulation at Abnormal Cadence,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/02,,0,Sigma,T0836;T0855,,,,modbus,ics-network/modbus,,high,experimental,02-detection/sigma/threat-actor/02_modbus-holding-register-manipulation-at-abnormal-cadence.yml,modbus-holding-register-manipulation-at-abnormal-cadence,"Detects repeated Modbus holding register writes (function code 06/16) to the same device at a sustained, machine-paced cadence inconsistent with normal HMI/operator-driven control, resembling the FrostyGoop pattern of directly manipulating device parameters (e.g., heating system setpoints) via Modbu"
OTD-0105,Mass Disk-Wiping Utility Execution Across Multiple Hosts,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/03,,0,Sigma,T0826,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/threat-actor/03_mass-disk-wiping-utility-execution-across-multiple-hosts.yml,mass-disk-wiping-utility-execution-across-multiple-hosts,"Detects near-simultaneous execution of disk-wiping indicators (vssadmin delete shadows, bcdedit boot-recovery disable, raw disk-sector overwrite utilities) across multiple hosts in a short window, matching the KillDisk/NotPetya pattern used by Sandworm to destroy IT systems adjacent to OT environmen"
OTD-0106,IEC 61850 GOOSE Unauthorized Publisher or Spoofed Message,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/04,,0,Sigma,T0855;T0856,,,,iec61850,ics-network/iec61850,,critical,experimental,02-detection/sigma/threat-actor/04_iec-61850-goose-unauthorized-publisher-or-spoofed-message.yml,iec-61850-goose-unauthorized-publisher-or-spoofed-message,"Detects a GOOSE (Generic Object Oriented Substation Event) message on the substation LAN published by a source MAC/IED identity not present in the configured GOOSE Control Block (GoCB) subscriber/publisher list, or with a StNum/SqNum sequence anomaly, consistent with protection-relay spoofing techni"
OTD-0107,Mass Lateral Deployment Tooling Preceding Suspected Wiper Activity,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/05,,0,Sigma,T0867,,,,windows,process_creation/windows,,high,experimental,02-detection/sigma/threat-actor/05_mass-lateral-deployment-tooling-preceding-suspected-wiper-ac.yml,mass-lateral-deployment-tooling-preceding-suspected-wiper-ac,"Detects PsExec, WMIC process-call-create, or Group Policy immediate-task deployment used to push the same executable to many hosts within minutes, the mass-propagation technique used by both BlackEnergy3 (2015 Ukraine grid attack) and NotPetya to stage destructive payloads enterprise-wide before piv"
OTD-0108,DNS Tunneling Beacon From OT DMZ or Engineering Host,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/06,,0,Sigma,,,,,generic,dns/generic,,high,experimental,02-detection/sigma/threat-actor/06_dns-tunneling-beacon-from-ot-dmz-or-engineering-host.yml,dns-tunneling-beacon-from-ot-dmz-or-engineering-host,"Detects DNS query patterns (high subdomain entropy, abnormal query volume to a single domain, or TXT/NULL record usage) from an OT DMZ or engineering host, consistent with the DNS-based C2 channels used by APT34/OilRig backdoors (e.g., Helminth, QUADAGENT) for covert command-and-control and data exf"
OTD-0109,Web Shell Activity on Internet-Facing OT-Adjacent Server,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/07,,0,Sigma,,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/threat-actor/07_web-shell-activity-on-internet-facing-ot-adjacent-server.yml,web-shell-activity-on-internet-facing-ot-adjacent-server,"Detects a newly created ASPX/PHP/JSP file in a web-accessible directory followed by an HTTP request to that file producing a child process spawn from the web server process, matching the web shell deployment technique repeatedly used by APT34/OilRig against Middle East government and energy-sector t"
OTD-0110,Credential Harvesting Tool Execution on Engineering or SCADA Host,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/08,,0,Sigma,T0859,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/threat-actor/08_credential-harvesting-tool-execution-on-engineering-or-scada.yml,credential-harvesting-tool-execution-on-engineering-or-scada,"Detects execution of Mimikatz, LaZagne, or equivalent credential-dumping tool signatures (LSASS access, SAM/SECURITY hive read) on an engineering workstation or SCADA server, a technique APT34/OilRig has consistently used to expand access from an initial IT foothold toward OT-adjacent systems."
OTD-0111,Low-and-Slow HTTPS Beaconing Indicative of OilRig-Class Backdoor C2,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/09,,0,Sigma,,,,,generic,network_connection/generic,,medium,experimental,02-detection/sigma/threat-actor/09_low-and-slow-https-beaconing-indicative-of-oilrig-class-back.yml,low-and-slow-https-beaconing-indicative-of-oilrig-class-back,"Detects a host establishing periodic, low-volume HTTPS connections to the same external destination at a highly regular interval over an extended period, consistent with the long-dwell, low-and-slow C2 beaconing behavior documented for APT34/OilRig implants (e.g., Outer Space, Juicy Mix, STEALHOOK)."
OTD-0112,Shamoon-Style MBR Wiper Execution,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/10,,0,Sigma,T0826,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/threat-actor/10_shamoon-style-mbr-wiper-execution.yml,shamoon-style-mbr-wiper-execution,"Detects direct raw access to the physical disk device (\\.\PhysicalDrive0) combined with a service-creation event immediately followed by a system reboot, matching the Shamoon V3 wiper behavior attributed to APT33 in destructive attacks against Saudi Arabian and UAE energy-sector organizations."
OTD-0113,Password Spray Against OT Remote Access Portal,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/11,,0,Sigma,,,,,vpn,authentication/vpn,,high,experimental,02-detection/sigma/threat-actor/11_password-spray-against-ot-remote-access-portal.yml,password-spray-against-ot-remote-access-portal,"Detects a single source IP attempting authentication against many distinct user accounts on the OT remote-access VPN or jump-server portal within a short window, the initial-access technique APT33 has consistently used (alongside supply-chain compromise) against aerospace, energy, and government tar"
OTD-0114,Mass Malware Spreader Tool Execution Across Multiple Hosts,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/12,,0,Sigma,,,,,windows,process_creation/windows,,critical,experimental,02-detection/sigma/threat-actor/12_mass-malware-spreader-tool-execution-across-multiple-hosts.yml,mass-malware-spreader-tool-execution-across-multiple-hosts,"Detects a spreader-style executable enumerating network shares/hosts and then invoking PsExec against each in rapid succession, matching the OCLC.exe/Spreader.exe/SpreaderPSexec.exe toolchain APT33 used to distribute Shamoon V3 and Filerase wipers across victim networks."
OTD-0115,OPC UA Server Enumeration Followed by Node Value Tampering,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/13,,0,Sigma,T0846;T0856,,,,opcua,ics-network/opcua,,high,experimental,02-detection/sigma/threat-actor/13_opc-ua-server-enumeration-followed-by-node-value-tampering.yml,opc-ua-server-enumeration-followed-by-node-value-tampering,"Detects an OPC UA Browse/Read sequence against a server immediately followed by a Write call from the same client within a short window, matching the CHERNOVITE/PIPEDREAM TAGRUN module's pattern of scanning an OPC UA server, reading its node structure, and then tampering with reported values to mask"
OTD-0116,CODESYS Protocol Command to Schneider Controller From Non-Engineering Host,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/14,,0,Sigma,T0814;T0843;T0859,,,,codesys,ics-network/codesys,,critical,experimental,02-detection/sigma/threat-actor/14_codesys-protocol-command-to-schneider-controller-from-non-en.yml,codesys-protocol-command-to-schneider-controller-from-non-en,"Detects a CODESYS runtime protocol command (file delete, login brute-force attempt, file upload/download) directed at a Schneider Electric Modicon controller from a source host outside the designated engineering workstation list, matching the CHERNOVITE/PIPEDREAM CODECALL module's capability set."
OTD-0117,OMRON FINS/HTTP Backdoor Command Execution,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/15,,0,Sigma,T0859;T0883,,,,fins,ics-network/fins,,high,experimental,02-detection/sigma/threat-actor/15_omron-fins-http-backdoor-command-execution.yml,omron-fins-http-backdoor-command-execution,"Detects FINS protocol commands or HTTP requests to an OMRON controller's diagnostic/backdoor interface from a source not in the engineering allow-list, matching the CHERNOVITE/PIPEDREAM OMSHELL module's technique for scanning, connecting to, and issuing arbitrary commands against OMRON Sysmac NEX co"
OTD-0118,ASRock RGB Driver Exploitation Attempt (CVE-2020-15368),threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/16,,0,Sigma,,,,,windows,driver_load/windows,,critical,experimental,02-detection/sigma/threat-actor/16_asrock-rgb-driver-exploitation-attempt-cve-2020-15368.yml,asrock-rgb-driver-exploitation-attempt-cve-2020-15368,"Detects loading of the vulnerable ASRock RGB driver (AsrDrv103.sys or related) on an engineering workstation or SCADA server, the kernel-level privilege-escalation and Windows Defender-bypass vector incorporated into the CHERNOVITE/PIPEDREAM toolkit (CVE-2020-15368)."
OTD-0119,Triconex Safety Controller Engineering Session From Unauthorized Host,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/17,,0,Sigma,T0800;T0837;T0859,,,,tristation,ics-network/tristation,,critical,experimental,02-detection/sigma/threat-actor/17_triconex-safety-controller-engineering-session-from-unauthor.yml,triconex-safety-controller-engineering-session-from-unauthor,"Detects a TriStation protocol engineering session (program download, key-switch state change, or memory write) to a Schneider Electric Triconex Safety Instrumented System controller from a host other than the single designated SIS engineering workstation, the exact access pattern used in the 2017 TR"
OTD-0120,Safety Controller Key-Switch or Mode Change Outside Proof-Test Window,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/18,,0,Sigma,T0800;T0858,,,,tristation,ics-network/tristation,,critical,experimental,02-detection/sigma/threat-actor/18_safety-controller-key-switch-or-mode-change-outside-proof-te.yml,safety-controller-key-switch-or-mode-change-outside-proof-te,"Detects a Safety Instrumented System controller mode change (RUN to PROGRAM) occurring outside the scheduled, documented proof-test or maintenance window, a precondition exploited in the TRITON/TRISIS attack where the SIS controller was placed in PROGRAM mode to allow malicious logic upload."
OTD-0121,Engineering Workstation Reflective/Memory-Only Process Injection,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/19,,0,Sigma,T0851,,,,windows,process_access/windows,,high,experimental,02-detection/sigma/threat-actor/19_engineering-workstation-reflective-memory-only-process-injec.yml,engineering-workstation-reflective-memory-only-process-injec,"Detects indicators of reflective DLL loading or memory-only code execution (no corresponding on-disk image, anomalous memory protection flags) on an engineering workstation, the evasion class of technique pioneered by Stuxnet's rootkit components to hide malicious PLC project-file modifications from"
OTD-0122,Mass File Encryption or Rename Activity on OT Historian or Engineering Host,threat-actor,Sigma: Threat Actor,SIGMA:threat-actor/20,,0,Sigma,T0826,,,,windows,file_event/windows,,critical,experimental,02-detection/sigma/threat-actor/20_mass-file-encryption-or-rename-activity-on-ot-historian-or-e.yml,mass-file-encryption-or-rename-activity-on-ot-historian-or-e,"Detects a high rate of file rename/modify events with new or unusual extensions on an OT historian or engineering workstation within a short window, the ransomware-encryption pattern that forced precautionary OT shutdowns in the Colonial Pipeline (DarkSide) and Norsk Hydro (LockerGoga) incidents eve"
OTD-0123,Unitronics Vision PLC Default Port Access (BAUXITE Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/01,,0,Sigma,T0806;T0810,,,,generic,ics-network/generic,,critical,experimental,02-detection/sigma/advisory/01_unitronics-vision-plc-default-port-access-bauxite-pattern.yml,unitronics-vision-plc-default-port-access-bauxite-pattern,"Detects a connection attempt to a Unitronics Vision Series PLC's web management interface on its default port (20256) from a source outside the designated engineering/HMI allow-list, the confirmed exploitation vector used by BAUXITE/CyberAv3ngers in the 2023 water-utility campaign and ongoing GCC wa"
OTD-0124,HMI Display Screen Defacement or Unauthorized Image/Text Overwrite,advisory,Sigma: CTI Advisory,SIGMA:advisory/02,,0,Sigma,T0829;T0831,,,,windows,file_event/windows,,critical,experimental,02-detection/sigma/advisory/02_hmi-display-screen-defacement-or-unauthorized-image-text-ove.yml,hmi-display-screen-defacement-or-unauthorized-image-text-ove,"Detects an HMI project file or display screen being overwritten with new image/text resources outside an approved change window, matching the CyberAv3ngers defacement pattern of replacing HMI screens with propaganda imagery and ""You have been hacked"" messaging following PLC compromise."
OTD-0125,Post-Unitronics-Compromise Lateral Movement via SMB/RDP From PLC Network Segment,advisory,Sigma: CTI Advisory,SIGMA:advisory/03,,0,Sigma,T0867,,,,generic,firewall/generic,,high,experimental,02-detection/sigma/advisory/03_post-unitronics-compromise-lateral-movement-via-smb-rdp-from.yml,post-unitronics-compromise-lateral-movement-via-smb-rdp-from,"Detects SMB or RDP traffic originating from the network segment hosting Unitronics or other internet-exposed PLCs, indicating an adversary has pivoted from PLC-level access to broader IT-style lateral movement using native Windows tooling, consistent with confirmed BAUXITE post-compromise behavior."
OTD-0126,Remote Management Tool Installation on OT-Adjacent Host (MuddyWater Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/04,,0,Sigma,T0883,,,,windows,process_creation/windows,,high,experimental,02-detection/sigma/advisory/04_remote-management-tool-installation-on-ot-adjacent-host-mudd.yml,remote-management-tool-installation-on-ot-adjacent-host-mudd,"Detects installation or first-run execution of Atera, RemoteUtilities, or ScreenConnect on a host within the OT DMZ or L3 server tier outside the approved software baseline, the remote-management tooling MuddyWater is documented using to gain footholds that are then handed off to other IRGC-directed"
OTD-0127,Bulk Exfiltration of OT Documentation and Network Diagrams (Moses Staff Pattern),advisory,Sigma: CTI Advisory,SIGMA:advisory/05,,0,Sigma,T0811,,,,windows,process_creation/windows,,high,experimental,02-detection/sigma/advisory/05_bulk-exfiltration-of-ot-documentation-and-network-diagrams-m.yml,bulk-exfiltration-of-ot-documentation-and-network-diagrams-m,"Detects a large-volume outbound data transfer or archive-creation event (zip/rar/7z) on a host holding OT engineering documentation, network diagrams, or process specifications, matching the data-theft-for-publication pattern used by Moses Staff/Abraham's Ax against Israeli and Gulf-aligned industri"
